"bodyid","post","pre","downstream","upstream","synweight","assignedOlHex1","assignedOlHex2","flywireType","group","name","somaSide","statusLabel","superclass","type","vfbId","hemibrainType","itoleeHl","supertype","birthtime","mancBodyid","mancGroup","mancType","subclass","synonyms","class","rootSide","somaNeuromere","trumanHl","dimorphism","matchingNotes","entryNerve","mancSerial","mcnsSerial","serialMotif","fruDsx","exitNerve","receptorType","somaLocation","tosomaLocation","status","totalNtPredictions","predictedNtConfidence","predictedNt","celltypeTotalNtPredictions","celltypePredictedNt","celltypePredictedNtConfidence","consensusNt","voxels","locationType","soma","role","superclass_export"
10001,18582,1015,4491,18582,23073,NA,NA,"DNp01",10001,"DNp01(GF)_R","R","Roughly traced","descending_neuron","DNp01","VFB_jrmc30my","Giant Fiber","putative_primary",NA,"early",10000,10000,"DNp01","lt","Kennedy and Broadie 2018: GF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37124,22258,36274","","Traced",1015,0.500495553016663,"acetylcholine",1991,"acetylcholine",0.528263330459595,"acetylcholine",106999248062,NA,TRUE,"OUTPUT_MOTOR","descending_neuron"
10003,27014,4425,30020,27014,57034,NA,NA,"VCH",10003,"VCH_R","R","Prelim Roughly traced","visual_centrifugal","VCH","VFB_jrmc074n","VCH","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46716,21029,15714","","Traced",4425,0.879324793815613,"gaba",8721,"gaba",0.874799072742462,"gaba",8946595833,NA,TRUE,"INTERNEURON","visual_centrifugal"
10005,31981,2837,23423,31981,55404,NA,NA,"AOTU019",10005,"AOTU019_R","R","Roughly traced","cb_intrinsic","AOTU019","VFB_jrmc3hk6","AOTU019","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41190,18491,12885","","Traced",2837,0.835076212882996,"gaba",5673,"gaba",0.830503523349762,"gaba",11847745920,NA,TRUE,"INTERNEURON","cb_intrinsic"
10006,20321,426,2175,20321,22496,NA,NA,"VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8",10006,"VS_L","L","Prelim Roughly traced","visual_projection","VS","VFB_jrmc003x","VS","no_lineage","10006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69604,28368,42459","","Traced",426,0.904134333133698,"acetylcholine",5260,"acetylcholine",0.820038080215454,"acetylcholine",20513896288,NA,TRUE,"INPUT_VISUAL","visual_projection"
10010,24896,976,4382,24896,29278,NA,NA,"DNp01",10001,"DNp01(GF)_L","L","Roughly traced","descending_neuron","DNp01","VFB_jrmc30mz","Giant Fiber","putative_primary",NA,"early",10002,10000,"DNp01","lt","Kennedy and Broadie 2018: GF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58238,22234,36276","","Traced",976,0.557140707969666,"acetylcholine",1991,"acetylcholine",0.528263330459595,"acetylcholine",90872400261,NA,TRUE,"OUTPUT_MOTOR","descending_neuron"
10012,18473,464,2415,18473,20888,NA,NA,"VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8",10006,"VS_R","R","Roughly traced","visual_projection","VS","VFB_jrmc003v","VS","no_lineage","10006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23402,27713,43514","","Traced",464,0.859766006469727,"acetylcholine",5260,"acetylcholine",0.820038080215454,"acetylcholine",18184684149,NA,TRUE,"INPUT_VISUAL","visual_projection"
10015,17139,489,2770,17139,19909,NA,NA,"HSN",10015,"HSN_R","R","Roughly traced","visual_projection","HSN","VFB_jrmc2umm","HSN","putative_primary","10015","early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31905,26492,38696","","Traced",489,0.768647193908691,"acetylcholine",890,"acetylcholine",0.797176122665405,"acetylcholine",19592174183,NA,TRUE,"INPUT_VISUAL","visual_projection"
10016,18731,442,2299,18731,21030,NA,NA,"HSE",10016,"HSE_R","R","Roughly traced","visual_projection","HSE","VFB_jrmc2umk","HSE","putative_primary","10015","early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31585,24676,38269","","Traced",442,0.906730949878693,"acetylcholine",874,"acetylcholine",0.90705281496048,"acetylcholine",19390346866,NA,TRUE,"INPUT_VISUAL","visual_projection"
10017,9584,336,1320,9584,10904,NA,NA,"AMMC-A1",10017,"AMMC-A1_L","L","Roughly traced","cb_intrinsic","AMMC-A1","VFB_jrmc3fv9","AMMC-A1","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62102,23592,36712","","Traced",336,0.474988996982574,"unclear",1551,"acetylcholine",0.519177317619324,"acetylcholine",10479266671,NA,TRUE,"INTERNEURON","cb_intrinsic"
10018,6931,3307,23544,6931,30475,NA,NA,"LAL138",10018,"LAL138_L","L","Roughly traced","cb_intrinsic","LAL138","VFB_jrmc2cxi","LAL138","putative_primary",NA,"early",NA,NA,NA,NA,"fru-M-100201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_low",NA,NA,"62066,17846,34629","","Traced",3307,0.8824702501297,"gaba",7272,"gaba",0.8791344165802,"gaba",5093921317,NA,TRUE,"INTERNEURON","cb_intrinsic"
10019,31707,2107,14629,31707,46336,NA,NA,"H2",10019,"H2_L","L","Prelim Roughly traced","visual_projection","H2","VFB_jrmc2ukg","H2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61628,21036,35367","","Traced",2107,0.942043840885162,"acetylcholine",4330,"acetylcholine",0.916755437850952,"acetylcholine",15781480131,NA,TRUE,"INTERNEURON","visual_projection"
10020,8553,249,925,8553,9478,NA,NA,"AMMC-A1",10017,"AMMC-A1_L","L","Roughly traced","cb_intrinsic","AMMC-A1","VFB_jrmc3fva","AMMC-A1","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62444,24626,36420","","Traced",249,0.491282016038895,"unclear",1551,"acetylcholine",0.519177317619324,"acetylcholine",7342248757,NA,TRUE,"INTERNEURON","cb_intrinsic"
10023,18094,694,4199,18094,22293,NA,NA,"HSS",10023,"HSS_R","R","Roughly traced","visual_projection","HSS","VFB_jrmc2umn","HSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28121,30379,43134","","Traced",694,0.878377258777618,"acetylcholine",1330,"acetylcholine",0.875593721866608,"acetylcholine",19387850164,NA,TRUE,"INPUT_VISUAL","visual_projection"
10025,33519,2223,15900,33519,49419,NA,NA,"H2",10019,"H2_R","R","Roughly traced","visual_projection","H2","VFB_jrmc2ukh","H2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32277,23099,37180","","Traced",2223,0.89278656244278,"acetylcholine",4330,"acetylcholine",0.916755437850952,"acetylcholine",15133443921,NA,TRUE,"INTERNEURON","visual_projection"
10026,12103,2993,18016,12103,30119,NA,NA,"DNp18",10026,"DNp18_R","R","Prelim Roughly traced","descending_neuron","DNp18","VFB_jrmc30og","DNp18","putative_primary",NA,"early",10012,10012,"DNp18","xn","Matsuo 2016: AMMC-Di3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40072,21034,37441","","Traced",2993,0.942954003810883,"acetylcholine",6494,"acetylcholine",0.914188861846924,"acetylcholine",29266722725,NA,TRUE,"INTERNEURON","descending_neuron"
10029,27384,4978,43545,27384,70929,NA,NA,"cL21",10029,"LoVC16_R","R","Roughly traced","visual_centrifugal","LoVC16","VFB_jrmc1zmu","PVLP132","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31205,23088,37898","","Traced",4978,0.818593144416809,"glutamate",20840,"glutamate",0.826675295829773,"glutamate",8386051451,NA,TRUE,"INTERNEURON","visual_centrifugal"
10030,23050,5744,44161,23050,67211,NA,NA,NA,10030,"pIP1_L","L","Roughly traced","descending_neuron","pIP1","VFB_jrmc02z7",NA,NA,NA,NA,10061,10061,"DNxl053","xl","Kimura 2008, Kohatsu 2010: P2b; Cachero 2010: pIP-a; Yu 2010: pIP1",NA,NA,NA,NA,"male-specific",NA,NA,NA,NA,NA,"fru_high",NA,NA,"56562,17820,34706","","Traced",5744,0.940249860286713,"acetylcholine",11434,"acetylcholine",0.945013105869293,"acetylcholine",24748480219,NA,TRUE,"INTERNEURON","descending_neuron"
10031,20586,2134,13446,20586,34032,NA,NA,"AOTU041",10031,"AOTU041_R","R","Roughly traced","cb_intrinsic","AOTU041","VFB_jrmc3hm6","AOTU041","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32647,21900,17175","","Traced",2134,0.868085861206055,"gaba",8928,"gaba",0.85309761762619,"gaba",5326291658,NA,TRUE,"INTERNEURON","cb_intrinsic"
10033,4622,1654,9775,4622,14397,NA,NA,"DNg56",10033,"DNg56_R","R","Prelim Roughly traced","descending_neuron","DNg56","VFB_jrmc37ye",NA,"LB3","10033","early",17621,16837,"DNg56","xn",NA,NA,NA,"LB","03B_put1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48063,44213,38598","","Traced",1654,0.880777776241302,"gaba",3262,"gaba",0.880344450473785,"gaba",3444006847,NA,TRUE,"INTERNEURON","descending_neuron"
10034,18870,432,2210,18870,21080,NA,NA,"HSE",10016,"HSE_L","L","Prelim Roughly traced","visual_projection","HSE","VFB_jrmc2umj","HSE","putative_primary","10015","early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69175,30192,42149","","Traced",432,0.907382071018219,"acetylcholine",874,"acetylcholine",0.90705281496048,"acetylcholine",17541714905,NA,TRUE,"INPUT_VISUAL","visual_projection"
10035,17059,9267,70910,17059,87969,NA,NA,"AstA1",10035,"AstA1_L","L","Roughly traced","cb_intrinsic","AstA1","VFB_jrmc3jh0","AstA1","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59498,36573,19959","","Traced",9267,0.742677807807922,"gaba",18811,"gaba",0.737691104412079,"gaba",10850774037,NA,TRUE,"INTERNEURON","cb_intrinsic"
10037,17559,425,2300,17559,19859,NA,NA,"VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8",10006,"VS_R","R","Roughly traced","visual_projection","VS","VFB_jrmc003p","VS","no_lineage","10006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27881,28794,42485","","Traced",425,0.730463206768036,"acetylcholine",5260,"acetylcholine",0.820038080215454,"acetylcholine",17167067863,NA,TRUE,"INPUT_VISUAL","visual_projection"
10038,21379,5690,43795,21379,65174,NA,NA,NA,10030,"pIP1_R","R","Roughly traced","descending_neuron","pIP1","VFB_jrmc02z6",NA,NA,NA,NA,10111,10061,"DNxl053","xl","Kimura 2008, Kohatsu 2010: P2b; Cachero 2010: pIP-a; Yu 2010: pIP1",NA,NA,NA,NA,"male-specific",NA,NA,NA,NA,NA,"fru_high",NA,NA,"39330,19195,35528","","Traced",5690,0.949821472167969,"acetylcholine",11434,"acetylcholine",0.945013105869293,"acetylcholine",23656011768,NA,TRUE,"INTERNEURON","descending_neuron"
10041,11177,8825,38581,11177,49758,NA,NA,"OA-VUMa1",NA,"OA-VUMa1_M","M","Prelim Roughly traced","cb_intrinsic","OA-VUMa1","VFB_jrmc1nfz","OA-VUMa1","MX0__prim","10041","early",NA,NA,NA,NA,NA,NA,NA,"MX","00B",NA,NA,NA,NA,10041,NA,NA,NA,NA,"50259,48210,25728","","Traced",8825,0.877228796482086,"octopamine",17501,"octopamine",0.876703381538391,"octopamine",7597966429,NA,TRUE,"INTERNEURON","cb_intrinsic"
10042,4448,885,7750,4448,12198,NA,NA,"LPT47_vCal2",10042,"vCal2_L","L","Prelim Roughly traced","visual_projection","vCal2","VFB_jrmc0338",NA,"SLPp&v1_ventral","10042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67929,17868,34099","","Traced",885,0.719636619091034,"glutamate",1844,"glutamate",0.717245519161224,"glutamate",2614473079,NA,TRUE,"INTERNEURON","visual_projection"
10045,21592,7035,51033,21592,72625,NA,NA,"DNg100",10045,"DNg100_L","L","Prelim Roughly traced","descending_neuron","DNg100","VFB_jrmc37t0",NA,"putative_primary",NA,"early",10339,10093,"DNg100","xl","Sapkal 2024: BDN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60784,39259,24368","","Traced",7035,0.952943980693817,"acetylcholine",14507,"acetylcholine",0.954530119895935,"acetylcholine",16688976137,NA,TRUE,"INTERNEURON","descending_neuron"
10048,12707,3501,20349,12707,33056,NA,NA,"DNp18",10026,"DNp18_L","L","Prelim Roughly traced","descending_neuron","DNp18","VFB_jrmc30oh","DNp18","putative_primary",NA,"early",10021,10012,"DNp18","xn","Matsuo 2016: AMMC-Di3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57222,18747,35825","","Traced",3501,0.889597535133362,"acetylcholine",6494,"acetylcholine",0.914188861846924,"acetylcholine",26894917169,NA,TRUE,"INTERNEURON","descending_neuron"
10050,16019,10637,32831,16019,48850,NA,NA,"5-HTPMPV03",10050,"5-HTPMPV03_R","R","Roughly traced","visual_centrifugal","5-HTPMPV03","VFB_jrmc3ftw","5-HTPMPV03","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43121,21006,37719","","Traced",10637,0.807489991188049,"serotonin",21320,"serotonin",0.796250402927399,"serotonin",16607271622,NA,TRUE,"INTERNEURON","visual_centrifugal"
10051,58038,13817,104781,58038,162819,NA,NA,"Li33",10051,"Li39_L","L","Roughly traced","ol_intrinsic","Li39","VFB_jrmc1zm7","mALC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58737,21709,15382","","Traced",13817,0.891334235668182,"gaba",29619,"gaba",0.891165912151337,"gaba",14060750297,NA,TRUE,"INTERNEURON","ol_intrinsic"
10053,25281,5057,43844,25281,69125,NA,NA,"cL21",10029,"LoVC16_R","R","Roughly traced","visual_centrifugal","LoVC16","VFB_jrmc1zms","PVLP132","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31534,23804,38105","","Traced",5057,0.825294196605682,"glutamate",20840,"glutamate",0.826675295829773,"glutamate",8158086476,NA,TRUE,"INTERNEURON","visual_centrifugal"
10054,7915,1770,11673,7915,19588,NA,NA,"DNpe013",10054,"DNpe013(PS168)_R","R","Prelim Roughly traced","descending_neuron","DNpe013","VFB_jrmc30t0","PS168","putative_primary",NA,"early",16746,16567,"DNxn149","xn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45842,12044,27754","","Traced",1770,0.957727491855621,"acetylcholine",3533,"acetylcholine",0.959347009658813,"acetylcholine",4266020309,NA,TRUE,"INTERNEURON","descending_neuron"
10056,21477,7472,55262,21477,76739,NA,NA,"DNg100",10045,"DNg100_R","R","Prelim Roughly traced","descending_neuron","DNg100","VFB_jrmc37t1",NA,"putative_primary",NA,"early",10093,10093,"DNg100","xl","Sapkal 2024: BDN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36306,40516,24466","","Traced",7472,0.956023514270782,"acetylcholine",14507,"acetylcholine",0.954530119895935,"acetylcholine",16542412146,NA,TRUE,"INTERNEURON","descending_neuron"
10063,8155,4441,19176,8155,27331,NA,NA,"DNp27",10063,"DNp27_R","R","Roughly traced","descending_neuron","DNp27","VFB_jrmc30oz","DNp27",NA,NA,NA,15272,14557,"DNp27","xn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34200,17553,36204","","Traced",4441,0.73399430513382,"acetylcholine",9177,"acetylcholine",0.727909564971924,"acetylcholine",18410056149,NA,TRUE,"INTERNEURON","descending_neuron"
10065,18613,3437,22647,18613,41260,NA,NA,"DNb05",10065,"DNb05_R","R","Prelim Roughly traced","descending_neuron","DNb05","VFB_jrmc37nq","DNb05","putative_primary",NA,"early",10315,10307,"DNb05","xn","Matsuo 2016: AMMC-Di7",NA,NA,NA,NA,"potentially sexually dimorphic","extra VNC branch mcns",NA,NA,NA,NA,NA,NA,NA,"46239,34810,15951","","Traced",3437,0.963157653808594,"acetylcholine",6787,"acetylcholine",0.961287498474121,"acetylcholine",15280107409,NA,TRUE,"INTERNEURON","descending_neuron"
10066,77367,11447,82528,77367,159895,NA,NA,"LPi15",10066,"LPi21_R","R","Roughly traced","ol_intrinsic","LPi21","VFB_jrmc2478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27226,31024,43254","","Traced",11447,0.905836999416351,"gaba",22486,"gaba",0.900798439979553,"gaba",13277515909,NA,TRUE,"INTERNEURON","ol_intrinsic"
10069,4788,10141,77450,4788,82238,NA,NA,"AN_multi_28",10069,"AN07B004(PS299)_R","R","Roughly traced","ascending_neuron","AN07B004","VFB_jrmc3gck","PS299",NA,NA,"early",11410,10613,"AN07B004","BA",NA,NA,NA,"T1","07B",NA,NA,NA,NA,10069,"brain convergent",NA,NA,NA,"45977,62360,69338","","Traced",10141,0.837198197841644,"gaba",20458,"gaba",0.837330281734467,"acetylcholine",14581107112,NA,TRUE,"INTERNEURON","ascending_neuron"
10070,30714,2836,23596,30714,54310,NA,NA,"AOTU019",10005,"AOTU019_L","L","Roughly traced","cb_intrinsic","AOTU019","VFB_jrmc3hk5","AOTU019","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54500,8886,17116","","Traced",2836,0.825929224491119,"gaba",5673,"gaba",0.830503523349762,"gaba",11809707230,NA,TRUE,"INTERNEURON","cb_intrinsic"
10073,21311,468,2634,21311,23945,NA,NA,"VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8",10006,"VS_L","L","Prelim Roughly traced","visual_projection","VS","VFB_jrmc003j","VS","no_lineage","10006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70180,29243,42367","","Traced",468,0.823435306549072,"acetylcholine",5260,"acetylcholine",0.820038080215454,"acetylcholine",18894488404,NA,TRUE,"INPUT_VISUAL","visual_projection"
10074,19542,3386,25635,19542,45177,NA,NA,"PVLP010",10074,"PVLP010_L","L","Roughly traced","cb_intrinsic","PVLP010","VFB_jrmc1k6z","PVLP010","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62869,11945,19668","","Traced",3386,0.615194857120514,"glutamate",6201,"glutamate",0.610526502132416,"glutamate",5600462136,NA,TRUE,"INTERNEURON","cb_intrinsic"
10076,780,1370,9450,780,10230,NA,NA,"OCG01b",10076,"OCG01b_R","R","Roughly traced","visual_projection","OCG01b","VFB_jrmc1nh2","OCG01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46912,10020,26063","","Traced",1370,0.969773948192596,"acetylcholine",2722,"acetylcholine",0.965460360050201,"acetylcholine",8970854434,NA,TRUE,"INTERNEURON","visual_projection"
10081,855,1352,9447,855,10302,NA,NA,"OCG01b",10076,"OCG01b_L","L","Roughly traced","visual_projection","OCG01b","VFB_jrmc1nh3","OCG01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49930,6853,22542","","Traced",1352,0.961089313030243,"acetylcholine",2722,"acetylcholine",0.965460360050201,"acetylcholine",8405267693,NA,TRUE,"INTERNEURON","visual_projection"
10082,48123,5241,47810,48123,95933,NA,NA,"AVLP016",10082,"AVLP016_R","R","Roughly traced","cb_intrinsic","AVLP016","VFB_jrmc3hts","AVLP016","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24458,16362,26129","","Traced",5241,0.539693236351013,"glutamate",11065,"glutamate",0.554628193378448,"glutamate",8580569883,NA,TRUE,"INTERNEURON","cb_intrinsic"
10085,62187,12294,83514,62187,145701,NA,NA,"Am1",10085,"Am1_L","L","Prelim Roughly traced","ol_intrinsic","Am1","VFB_jrmc3jgx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64900,24869,37642","","Traced",12294,0.879273951053619,"gaba",24524,"gaba",0.883054077625275,"gaba",15007018017,NA,TRUE,"INTERNEURON","ol_intrinsic"
10089,8140,1544,10381,8140,18521,NA,NA,"PLP034",10089,"PLP034_L","L","Roughly traced","cb_intrinsic","PLP034","VFB_jrmc1inc","PLP034","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71964,17014,26947","","Traced",1544,0.766745090484619,"glutamate",3069,"glutamate",0.76661080121994,"glutamate",2935694757,NA,TRUE,"INTERNEURON","cb_intrinsic"
10090,10259,4836,35434,10259,45693,NA,NA,"aSP22",10090,"aSP22(DNa12)_L","L","Roughly traced","descending_neuron","aSP22","VFB_jrmc02fd","DNa08","WEDd1","10090",NA,11071,11071,"aSP22","xn","McKellar 2019: DNa12",NA,NA,NA,NA,"sexually dimorphic","mcns bushier in VNC",NA,NA,NA,NA,NA,NA,NA,"68446,16602,17600","","Traced",4836,0.963288903236389,"acetylcholine",9453,"acetylcholine",0.963743031024933,"acetylcholine",10354405896,NA,TRUE,"INTERNEURON","descending_neuron"
10091,15908,2476,15485,15908,31393,NA,NA,"DNpe042",10091,"DNpe042(CL262)_L","L","Roughly traced","descending_neuron","DNpe042","VFB_jrmc30uy","CL262","putative_primary",NA,"early",190167,21069,"DNlt011","lt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60680,23620,37176","","Traced",2476,0.956303536891937,"acetylcholine",4788,"acetylcholine",0.953446209430695,"acetylcholine",4015503363,NA,TRUE,"INTERNEURON","descending_neuron"
10093,67008,12230,82474,67008,149482,NA,NA,"Am1",10085,"Am1_R","R","Roughly traced","ol_intrinsic","Am1","VFB_jrmc3jgy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28150,31497,42884","","Traced",12230,0.886853992938995,"gaba",24524,"gaba",0.883054077625275,"gaba",15238739536,NA,TRUE,"INTERNEURON","ol_intrinsic"
10094,14724,3762,29073,14724,43797,NA,NA,"VESa1_P02",10094,"AVLP597_L","L","Roughly traced","cb_intrinsic","AVLP597","VFB_jrmc3j7a",NA,"VESa1","10094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59492,36764,16850","","Traced",3762,0.812616527080536,"gaba",7322,"gaba",0.811984956264496,"gaba",7408614957,NA,TRUE,"INTERNEURON","cb_intrinsic"
10098,10458,3260,25589,10458,36047,NA,NA,"AVLP442",10098,"AVLP442_L","L","Roughly traced","cb_intrinsic","AVLP442","VFB_jrmc3iu7","AVLP442","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66074,21663,14510","","Traced",3260,0.953911602497101,"acetylcholine",6369,"acetylcholine",0.954487979412079,"acetylcholine",3335787403,NA,TRUE,"INTERNEURON","cb_intrinsic"
10100,13315,8584,39785,13315,53100,NA,NA,"OA-AL2b1",10100,"LoVCLo3_R","R","Roughly traced","visual_centrifugal","LoVCLo3","VFB_jrmc1zpl","PLP244","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45696,33924,16375","","Traced",8584,0.867625951766968,"octopamine",17421,"octopamine",0.868051111698151,"octopamine",7920283744,NA,TRUE,"INTERNEURON","visual_centrifugal"
10101,16976,2278,14275,16976,31251,NA,NA,"PS100",NA,"PS100_R","R","Prelim Roughly traced","cb_intrinsic","PS100","VFB_jrmc1joc","PS100","FLAa1","10101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39424,37754,19928","","Traced",2278,0.855032801628113,"gaba",4365,"gaba",0.858753502368927,"gaba",4752930300,NA,TRUE,"INTERNEURON","cb_intrinsic"
10102,13194,7156,55435,13194,68629,NA,NA,"cML01",10102,"MeVC25_R","R","Roughly traced","visual_centrifugal","MeVC25","VFB_jrmc1usr",NA,"putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24459,29794,25676","","Traced",7156,0.812392473220825,"glutamate",15756,"glutamate",0.828417778015137,"glutamate",9903847321,NA,TRUE,"INTERNEURON","visual_centrifugal"
10104,9465,4617,33359,9465,42824,NA,NA,"aSP22",10090,"aSP22(DNa12)_R","R","Roughly traced","descending_neuron","aSP22","VFB_jrmc02fc","DNa08","WEDd1","10090",NA,11327,11071,"aSP22","xn","McKellar 2019: DNa12",NA,NA,NA,NA,"sexually dimorphic","mcns bushier in VNC",NA,NA,NA,NA,NA,NA,NA,"33720,17829,15877","","Traced",4617,0.964218735694885,"acetylcholine",9453,"acetylcholine",0.963743031024933,"acetylcholine",10086940179,NA,TRUE,"INTERNEURON","descending_neuron"
10105,12660,8600,65163,12660,77823,NA,NA,"cML01",10102,"MeVC25_L","L","Prelim Roughly traced","visual_centrifugal","MeVC25","VFB_jrmc1usq",NA,"putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73532,24680,24612","","Traced",8600,0.841752290725708,"glutamate",15756,"glutamate",0.828417778015137,"glutamate",10062910731,NA,TRUE,"INTERNEURON","visual_centrifugal"
10106,11406,3498,21902,11406,33308,NA,NA,"DNp11",10106,"DNp11_R","R","Roughly traced","descending_neuron","DNp11","VFB_jrmc30nq","DNp11","putative_primary",NA,"early",10113,10113,"DNp11","xn","Matsuo 2016: AMMC-Db3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38993,27470,38247","","Traced",3498,0.911154270172119,"acetylcholine",6826,"acetylcholine",0.922668993473053,"acetylcholine",19641013319,NA,TRUE,"INTERNEURON","descending_neuron"
10109,20744,3984,32683,20744,53427,NA,NA,"VES041",10109,"VES041_L","L","Roughly traced","cb_intrinsic","VES041","VFB_jrmc077s","VES041","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60571,35795,17157","","Traced",3984,0.858395934104919,"gaba",8192,"gaba",0.8572918176651,"gaba",7769188742,NA,TRUE,"INTERNEURON","cb_intrinsic"
