"bodyid","post","pre","downstream","upstream","synweight","assignedOlHex1","assignedOlHex2","flywireType","group","name","somaSide","statusLabel","superclass","type","vfbId","hemibrainType","itoleeHl","supertype","birthtime","mancBodyid","mancGroup","mancType","subclass","synonyms","class","rootSide","somaNeuromere","trumanHl","dimorphism","matchingNotes","entryNerve","mancSerial","mcnsSerial","serialMotif","fruDsx","exitNerve","receptorType","somaLocation","tosomaLocation","status","totalNtPredictions","predictedNtConfidence","predictedNt","celltypeTotalNtPredictions","celltypePredictedNt","celltypePredictedNtConfidence","consensusNt","voxels","locationType","soma","role","superclass_export"
30276,1926,410,3060,1926,4986,NA,NA,"LPLC4",14588,"LPLC4_L","L","Prelim Roughly traced","visual_projection","LPLC4","VFB_jrmc23wa","LPLC4","VPNd1","10801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72253,16548,32193","","Traced",410,0.96291321516037,"acetylcholine",42845,"acetylcholine",0.951485395431519,"acetylcholine",509474179,NA,TRUE,"INTERNEURON","visual_projection"
30280,1086,316,2321,1086,3407,NA,NA,"AOTU059",14368,"AOTU059_R","R","Roughly traced","cb_intrinsic","AOTU059","VFB_jrmc3hoa","AOTU059","DL1_ventral","14368",NA,NA,NA,NA,NA,NA,NA,NA,"CG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34432,19668,37066","","Traced",316,0.861120760440826,"gaba",3777,"gaba",0.804661154747009,"gaba",467645702,NA,TRUE,"INTERNEURON","cb_intrinsic"
30327,879,397,3138,879,4017,NA,NA,NA,30327,"AVLP752m_L","L","Roughly traced","cb_intrinsic","AVLP752m","VFB_jrmc3je1",NA,"SMPpv2_ventral","12437",NA,NA,NA,NA,NA,"Lee 2002, Rideout 2010: pC2; Robinett 2010, Nojima 2021: pC2m",NA,NA,"CG","17A_put2","male-specific",NA,NA,NA,NA,NA,"dsx_high",NA,NA,"60278,19340,34486","","Traced",397,0.925937831401825,"acetylcholine",2617,"acetylcholine",0.899970710277557,"acetylcholine",557562677,NA,TRUE,"INTERNEURON","cb_intrinsic"
30351,860,352,2188,860,3048,NA,NA,"LC9",11372,"LC9_L","L","Prelim Roughly traced","visual_projection","LC9","VFB_jrmc28nh","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73036,16840,34234","","Traced",352,0.927892506122589,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",397195859,NA,TRUE,"INTERNEURON","visual_projection"
30356,927,277,1784,927,2711,NA,NA,"LC9",11372,"LC9_R","R","Roughly traced","visual_projection","LC9","VFB_jrmc28oh","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21772,16325,34258","","Traced",277,0.915180206298828,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",394667199,NA,TRUE,"INTERNEURON","visual_projection"
30393,1182,258,1844,1182,3026,NA,NA,"LC10d",13593,"LC10d_R","R","Roughly traced","visual_projection","LC10d","VFB_jrmc264k",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23774,21252,30690","","Traced",258,0.970966696739197,"acetylcholine",46220,"acetylcholine",0.949901401996613,"acetylcholine",397061189,NA,TRUE,"INPUT_VISUAL","visual_projection"
30408,1233,310,2208,1233,3441,NA,NA,"LC10d",13593,"LC10d_L","L","Prelim Roughly traced","visual_projection","LC10d","VFB_jrmc261x",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73490,18387,27929","","Traced",310,0.97473269701004,"acetylcholine",46220,"acetylcholine",0.949901401996613,"acetylcholine",490311237,NA,TRUE,"INPUT_VISUAL","visual_projection"
30422,1389,424,3690,1389,5079,NA,NA,"LC14a2",18879,"LC14a-2_L","L","Roughly traced","ol_intrinsic","LC14a-2","VFB_jrmc26wl",NA,"VPNp1_lateral","12586",NA,NA,NA,NA,NA,"Cachero 2010: pIP-b; Yu 2010: pIP8","ol_bilateral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_low",NA,NA,"72666,16692,28878","","Traced",424,0.951817572116852,"acetylcholine",7051,"acetylcholine",0.947206079959869,"acetylcholine",935997796,NA,TRUE,"INTERNEURON","ol_intrinsic"
30432,516,268,2002,516,2518,NA,NA,"LTe66",21565,"LoVP25_L","L","Roughly traced","visual_projection","LoVP25","VFB_jrmc1zy8","PS273","PSp3","15658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57054,17964,36411","","Traced",268,0.942181885242462,"acetylcholine",1792,"acetylcholine",0.956872880458832,"acetylcholine",297304868,NA,TRUE,"INTERNEURON","visual_projection"
30449,1033,294,1785,1033,2818,NA,NA,"LC9",11372,"LC9_R","R","Roughly traced","visual_projection","LC9","VFB_jrmc28o4","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23002,17568,34594","","Traced",294,0.92850649356842,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",394696371,NA,TRUE,"INTERNEURON","visual_projection"
30452,1026,245,1773,1026,2799,NA,NA,"LC10d",13593,"LC10d_L","L","Prelim Roughly traced","visual_projection","LC10d","VFB_jrmc2631",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73090,18606,30007","","Traced",245,0.958885490894318,"acetylcholine",46220,"acetylcholine",0.949901401996613,"acetylcholine",404710004,NA,TRUE,"INPUT_VISUAL","visual_projection"
30456,1919,454,3743,1919,5662,NA,NA,"LC19",17214,"LC19_L","L","Prelim Roughly traced","visual_projection","LC19","VFB_jrmc27md",NA,"VPNp1_lateral","12833",NA,NA,NA,NA,NA,"Cachero 2010: pIP-b; Yu 2010: pIP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_low",NA,NA,"73170,16490,30650","","Traced",454,0.89355880022049,"acetylcholine",5656,"acetylcholine",0.92431765794754,"acetylcholine",774386625,NA,TRUE,"INTERNEURON","visual_projection"
30465,644,798,4925,644,5569,NA,NA,"DNge134",16856,"DNge134_L","L","Prelim Roughly traced","descending_neuron","DNge134","VFB_jrmc30ks",NA,"putative_primary",NA,"early",49688,31885,"DNxn073","xn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48699,47814,27930","","Traced",798,0.785811305046082,"glutamate",1596,"glutamate",0.773748576641083,"glutamate",1053548165,NA,TRUE,"INTERNEURON","descending_neuron"
30468,2226,205,1168,2226,3394,NA,NA,"LPi09",11983,"LPi34_R","R","Roughly traced","ol_intrinsic","LPi34","VFB_jrmc24fy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11770,37387,28444","","Traced",205,0.81180739402771,"glutamate",22019,"glutamate",0.81284773349762,"glutamate",390724000,NA,TRUE,"INTERNEURON","ol_intrinsic"
30480,2987,376,2267,2987,5254,NA,NA,"LC4",12032,"LC4_R","R","Roughly traced","visual_projection","LC4","VFB_jrmc28gu","LC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30959,32064,29089","","Traced",376,0.941227793693542,"acetylcholine",46241,"acetylcholine",0.959841430187225,"acetylcholine",637969721,NA,TRUE,"INPUT_VISUAL","visual_projection"
30496,3444,679,4816,3444,8260,NA,NA,"LT52",11913,"LT52_R","R","Roughly traced","visual_projection","LT52","VFB_jrmc24ts","LT52","AOTUv2","11913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33332,19973,19416","","Traced",679,0.785118222236633,"glutamate",22396,"glutamate",0.768285870552063,"glutamate",695314135,NA,TRUE,"INTERNEURON","visual_projection"
30499,857,242,1625,857,2482,NA,NA,"LC10a",10573,"LC10a_R","R","Roughly traced","visual_projection","LC10a","VFB_jrmc25lr",NA,"VPNd2","10573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_high",NA,NA,"24694,23818,29976","","Traced",242,0.966704726219177,"acetylcholine",71805,"acetylcholine",0.946389019489288,"acetylcholine",394789725,NA,TRUE,"INPUT_VISUAL","visual_projection"
30506,1062,358,2546,1062,3608,NA,NA,"LC36",14941,"LC36_R","R","Roughly traced","visual_projection","LC36","VFB_jrmc28cc","LC36","VPNp&v1_posterior","14179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22622,17184,34544","","Traced",358,0.877324163913727,"acetylcholine",10678,"acetylcholine",0.924917578697205,"acetylcholine",439697260,NA,TRUE,"INTERNEURON","visual_projection"
30510,423,290,2347,423,2770,NA,NA,"LC44",30510,"LC44_R","R","Roughly traced","visual_projection","LC44","VFB_jrmc28ip","LC44","VLPp&l1_lateral","21690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small morphological difference between mcns neurons and fw, but not with hb, so not considered dimorphic.",NA,NA,NA,NA,NA,NA,NA,"28384,28129,42563","","Traced",290,0.94797283411026,"acetylcholine",1442,"acetylcholine",0.928367793560028,"acetylcholine",405467269,NA,TRUE,"INPUT_VISUAL","visual_projection"
30511,10326,2152,16749,10326,27075,NA,NA,"AVLP498",11630,"AVLP498_L","L","Roughly traced","cb_intrinsic","AVLP498","VFB_jrmc3izs","AVLP498","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62183,21813,35995","","Traced",2152,0.954911351203918,"acetylcholine",4288,"acetylcholine",0.95303350687027,"acetylcholine",2656531252,NA,TRUE,"INTERNEURON","cb_intrinsic"
30512,1322,245,1578,1322,2900,NA,NA,"LPLC2",11498,"LPLC2_L","L","Prelim Roughly traced","visual_projection","LPLC2","VFB_jrmc23su","LPLC2","VPNd1","11498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66037,23131,35531","","Traced",245,0.970766842365265,"acetylcholine",59097,"acetylcholine",0.951763272285461,"acetylcholine",383375254,NA,TRUE,"INPUT_VISUAL","visual_projection"
30542,1057,340,2568,1057,3625,NA,NA,"LC14a1",12586,"LC14a-1_L","L","Roughly traced","ol_intrinsic","LC14a-1","VFB_jrmc26w5",NA,"VPNp1_lateral","12586",NA,NA,NA,NA,NA,NA,"ol_bilateral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70866,19442,28788","","Traced",340,0.946183860301971,"acetylcholine",18457,"acetylcholine",0.94345223903656,"acetylcholine",740266576,NA,TRUE,"INTERNEURON","ol_intrinsic"
30555,991,402,3829,991,4820,NA,NA,"PLP084,PLP085",28251,"PLP085_L","L","Roughly traced","cb_intrinsic","PLP085","VFB_jrmc1isb","PLP085","VLPp&l1_anterior","28251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69149,15762,34065","","Traced",402,0.695392310619354,"gaba",1717,"gaba",0.716171205043793,"gaba",410681271,NA,TRUE,"INTERNEURON","cb_intrinsic"
30556,597,208,1633,597,2230,NA,NA,"CB1786_a",22364,"CB1786_a_L","L","Roughly traced","cb_intrinsic","CB1786_a","VFB_jrmc38st",NA,"LB3","22364",NA,NA,NA,NA,NA,NA,NA,NA,"LB","03A_put1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50602,47068,36470","","Traced",208,0.828893721103668,"glutamate",2755,"glutamate",0.808597207069397,"glutamate",353835216,NA,TRUE,"INTERNEURON","cb_intrinsic"
30604,847,303,2342,847,3189,NA,NA,"CB2497",30604,"CB2497_R","R","Roughly traced","cb_intrinsic","CB2497","VFB_jrmc39pn","PS043,PS044","WEDd1","30604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36308,17278,15706","","Traced",303,0.961913824081421,"acetylcholine",1252,"acetylcholine",0.963876485824585,"acetylcholine",378764235,NA,TRUE,"INTERNEURON","cb_intrinsic"
30624,1046,1235,9993,1046,11039,NA,NA,"AN_VES_GNG_7",30624,"AN08B022_L","L","Prelim Roughly traced","ascending_neuron","AN08B022","VFB_jrmc3gk0",NA,NA,NA,"early",16086,14676,"AN08B022","BA",NA,NA,NA,"T1","08B",NA,NA,NA,12177,14081,"cns tiling",NA,NA,NA,"52640,56658,64394","","Traced",1235,0.948029637336731,"acetylcholine",8497,"acetylcholine",0.964459359645844,"acetylcholine",1687300823,NA,TRUE,"INTERNEURON","ascending_neuron"
30638,798,307,1954,798,2752,NA,NA,"LC9",11372,"LC9_R","R","Roughly traced","visual_projection","LC9","VFB_jrmc28rx","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24828,18503,35816","","Traced",307,0.946280658245087,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",392592480,NA,TRUE,"INTERNEURON","visual_projection"
30640,1019,262,1908,1019,2927,NA,NA,"LPLC4",14588,"LPLC4_L","L","Prelim Roughly traced","visual_projection","LPLC4","VFB_jrmc23w5","LPLC4","VPNd1","10801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71880,17314,31718","","Traced",262,0.963644504547119,"acetylcholine",42845,"acetylcholine",0.951485395431519,"acetylcholine",339355207,NA,TRUE,"INTERNEURON","visual_projection"
30641,861,414,3440,861,4301,NA,NA,"CB2347",NA,"CB2347_R","R","Prelim Roughly traced","cb_intrinsic","CB2347","VFB_jrmc39k9",NA,"PSp2","20683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46859,19455,35857","","Traced",414,0.972395241260529,"acetylcholine",788,"acetylcholine",0.972271621227264,"acetylcholine",527196833,NA,TRUE,"INTERNEURON","cb_intrinsic"
30656,802,302,1945,802,2747,NA,NA,"LC9",11372,"LC9_R","R","Roughly traced","visual_projection","LC9","VFB_jrmc28q5","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24623,20824,29883","","Traced",302,0.939364016056061,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",390279764,NA,TRUE,"INTERNEURON","visual_projection"
30657,1475,309,1933,1475,3408,NA,NA,"LLPC1",14358,"LLPC1_R","R","Roughly traced","visual_projection","LLPC1","VFB_jrmc22ox","LLPC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17819,33747,42270","","Traced",309,0.927638709545135,"acetylcholine",60556,"acetylcholine",0.951769292354584,"acetylcholine",538427665,NA,TRUE,"INTERNEURON","visual_projection"
30661,921,322,2017,921,2938,NA,NA,"LC9",11372,"LC9_L","L","Prelim Roughly traced","visual_projection","LC9","VFB_jrmc28n5","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72044,18418,32380","","Traced",322,0.899438142776489,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",391499987,NA,TRUE,"INTERNEURON","visual_projection"
30680,655,321,2108,655,2763,NA,NA,"LC9",11372,"LC9_L","L","Prelim Roughly traced","visual_projection","LC9","VFB_jrmc28op","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71988,18003,32551","","Traced",321,0.902240574359894,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",369837786,NA,TRUE,"INTERNEURON","visual_projection"
30707,1231,347,2389,1231,3620,NA,NA,"LC10a",10573,"LC10a_L","L","Prelim Roughly traced","visual_projection","LC10a","VFB_jrmc25pc",NA,"VPNd2","10573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_high",NA,NA,"72746,18272,27532","","Traced",347,0.949571371078491,"acetylcholine",71805,"acetylcholine",0.946389019489288,"acetylcholine",484628826,NA,TRUE,"INPUT_VISUAL","visual_projection"
30719,1139,208,1360,1139,2499,NA,NA,"LLPC1",14358,"LLPC1_R","R","Roughly traced","visual_projection","LLPC1","VFB_jrmc22uc","LLPC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20670,35280,42396","","Traced",208,0.970080316066742,"acetylcholine",60556,"acetylcholine",0.951769292354584,"acetylcholine",391455773,NA,TRUE,"INTERNEURON","visual_projection"
30771,1120,273,2480,1120,3600,NA,NA,"AOTU020",18313,"AOTU020_R","R","Roughly traced","cb_intrinsic","AOTU020","VFB_jrmc3hk9","AOTU020","AOTUv1_medial","18313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32836,20340,15298","","Traced",273,0.710912346839905,"gaba",1156,"gaba",0.681696772575378,"gaba",483208712,NA,TRUE,"INTERNEURON","cb_intrinsic"
30789,5355,1933,14825,5355,20180,NA,NA,"AN_GNG_SAD_11",30789,"AN08B009_R","R","Prelim Roughly traced","ascending_neuron","AN08B009","VFB_jrmc3gj0",NA,NA,NA,"early",10641,10641,"AN08B009","BA",NA,NA,NA,"T1","08B",NA,NA,NA,10641,21140,"cns convergent",NA,NA,NA,"48954,59204,67394","","Traced",1933,0.965713322162628,"acetylcholine",7224,"acetylcholine",0.965469121932983,"acetylcholine",3771184067,NA,TRUE,"INTERNEURON","ascending_neuron"
30794,525,280,2340,525,2865,NA,NA,"LC41",30794,"LC41_L","L","Prelim Roughly traced","visual_projection","LC41","VFB_jrmc28i6",NA,"VLPp&l1_lateral","21690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68532,28758,41072","","Traced",280,0.933232188224792,"acetylcholine",3626,"acetylcholine",0.92154723405838,"acetylcholine",385960440,NA,TRUE,"INPUT_VISUAL","visual_projection"
30798,1551,379,2042,1551,3593,NA,NA,"LMa1",18565,"MeLo13_R","R","Roughly traced","ol_intrinsic","MeLo13","VFB_jrmc214s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33176,32878,38760","","Traced",379,0.741291046142578,"glutamate",30072,"glutamate",0.723407566547394,"glutamate",439923518,NA,TRUE,"INTERNEURON","ol_intrinsic"
30801,460,511,3688,460,4148,NA,NA,"LAL179a",30801,"LAL179_L","L","Prelim Roughly traced","cb_intrinsic","LAL179","VFB_jrmc2d0k","LAL179","DM5_central","13667",NA,NA,NA,NA,NA,"Cachero 2010: pIP-g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_high",NA,NA,"55442,21887,38774","","Traced",511,0.950056254863739,"acetylcholine",4209,"acetylcholine",0.946855127811432,"acetylcholine",509903144,NA,TRUE,"INTERNEURON","cb_intrinsic"
30803,2793,391,2402,2793,5195,NA,NA,"LC4",12032,"LC4_R","R","Roughly traced","visual_projection","LC4","VFB_jrmc28el","LC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31892,29474,31691","","Traced",391,0.920113205909729,"acetylcholine",46241,"acetylcholine",0.959841430187225,"acetylcholine",529439202,NA,TRUE,"INPUT_VISUAL","visual_projection"
30804,2734,369,2040,2734,4774,NA,NA,"Li15",16661,"Li15_R","R","Roughly traced","ol_intrinsic","Li15","VFB_jrmc1ynb","Li15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33972,33557,35226","","Traced",369,0.889636754989624,"gaba",15103,"gaba",0.864413559436798,"gaba",391287775,NA,TRUE,"INTERNEURON","ol_intrinsic"
30827,369,333,1742,369,2111,NA,NA,"DNg36_b",30161,"DNg36_b_L","L","Prelim Roughly traced","descending_neuron","DNg36_b","VFB_jrmc37x7",NA,"LB7","19691",NA,26467,26467,"DNut042","ut",NA,NA,NA,"LB","07B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60659,40136,29224","","Traced",333,0.939820766448975,"acetylcholine",1997,"acetylcholine",0.906376600265503,"acetylcholine",582767280,NA,TRUE,"INTERNEURON","descending_neuron"
30837,809,631,3445,809,4254,NA,NA,"AN_multi_38",17674,"AN03B094_L","L","Prelim Roughly traced","ascending_neuron","AN03B094","VFB_jrmc3g3e",NA,NA,NA,NA,15044,15044,"AN03B094","IA",NA,NA,NA,"T1","03B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"64111,58347,84666","","Traced",631,0.824061930179596,"gaba",1296,"gaba",0.816290378570557,"gaba",1531858568,NA,TRUE,"INTERNEURON","ascending_neuron"
30856,758,305,1957,758,2715,NA,NA,"LC9",11372,"LC9_R","R","Roughly traced","visual_projection","LC9","VFB_jrmc28ml","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24374,18694,34838","","Traced",305,0.933376789093018,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",390428365,NA,TRUE,"INTERNEURON","visual_projection"
30863,784,353,3281,784,4065,NA,NA,"LC14b",17399,"LC14b_L","L","Roughly traced","ol_intrinsic","LC14b","VFB_jrmc26xv",NA,"VPNp1_lateral","12586",NA,NA,NA,NA,NA,NA,"ol_bilateral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72962,16948,28644","","Traced",353,0.958245515823364,"acetylcholine",20887,"acetylcholine",0.951593577861786,"acetylcholine",597348829,NA,TRUE,"INTERNEURON","ol_intrinsic"
30881,1079,258,1895,1079,2974,NA,NA,"CL104",30881,"CL104_R","R","Roughly traced","cb_intrinsic","CL104","VFB_jrmc348f","CL104","SLPav1_medial","19801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21646,19278,23128","","Traced",258,0.96343469619751,"acetylcholine",1137,"acetylcholine",0.940615594387054,"acetylcholine",404910607,NA,TRUE,"INTERNEURON","cb_intrinsic"
30883,2230,402,2109,2230,4339,NA,NA,"CL323b",NA,"CL323_R","R","Prelim Roughly traced","cb_intrinsic","CL323","VFB_jrmc34o5","CL323","VLPp2","15597",NA,NA,NA,NA,NA,NA,NA,NA,"CG","07B_put2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41847,20047,37929","","Traced",402,0.962672114372253,"acetylcholine",1782,"acetylcholine",0.958393216133118,"acetylcholine",637754577,NA,TRUE,"INTERNEURON","cb_intrinsic"
30890,1258,196,1157,1258,2415,NA,NA,"LLPC2",15528,"LLPC2_R","R","Roughly traced","visual_projection","LLPC2","VFB_jrmc22xy","LLPC2a,LLPC2b,LLPC2c,LLPC2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21656,34044,42568","","Traced",196,0.920309126377106,"acetylcholine",33711,"acetylcholine",0.940289378166199,"acetylcholine",393020392,NA,TRUE,"INTERNEURON","visual_projection"
30893,1439,294,2106,1439,3545,NA,NA,"LPLC2",11498,"LPLC2_L","L","Prelim Roughly traced","visual_projection","LPLC2","VFB_jrmc23ud","LPLC2","VPNd1","11498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68716,19128,35462","","Traced",294,0.958261787891388,"acetylcholine",59097,"acetylcholine",0.951763272285461,"acetylcholine",390627204,NA,TRUE,"INPUT_VISUAL","visual_projection"
30895,1245,225,1276,1245,2521,NA,NA,"LPLC2",11498,"LPLC2_L","L","Prelim Roughly traced","visual_projection","LPLC2","VFB_jrmc23qp","LPLC2","VPNd1","11498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65864,25340,35926","","Traced",225,0.957485020160675,"acetylcholine",59097,"acetylcholine",0.951763272285461,"acetylcholine",387555786,NA,TRUE,"INPUT_VISUAL","visual_projection"
30908,841,315,2068,841,2909,NA,NA,"LC9",11372,"LC9_R","R","Roughly traced","visual_projection","LC9","VFB_jrmc28o8","LC9","VPNd3","11372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24019,19787,29735","","Traced",315,0.950077652931213,"acetylcholine",66141,"acetylcholine",0.929643988609314,"acetylcholine",390243139,NA,TRUE,"INTERNEURON","visual_projection"
30938,1786,249,1407,1786,3193,NA,NA,"LPLC2",11498,"LPLC2_R","R","Roughly traced","visual_projection","LPLC2","VFB_jrmc23u4","LPLC2","VPNd1","11498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26376,20178,32292","","Traced",249,0.939678370952606,"acetylcholine",59097,"acetylcholine",0.951763272285461,"acetylcholine",395466973,NA,TRUE,"INPUT_VISUAL","visual_projection"
30941,1129,222,1660,1129,2789,NA,NA,"LC10d",13593,"LC10d_R","R","Roughly traced","visual_projection","LC10d","VFB_jrmc2647",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21736,16334,32980","","Traced",222,0.944141030311584,"acetylcholine",46220,"acetylcholine",0.949901401996613,"acetylcholine",386424804,NA,TRUE,"INPUT_VISUAL","visual_projection"
30943,1339,305,2222,1339,3561,NA,NA,"LHAV2g2_b",NA,"LHAV2g2_b_R","R","Prelim Roughly traced","cb_intrinsic","LHAV2g2_b","VFB_jrmc295i","LHAV2g2_b","VLPl2_posterior","15122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22476,22668,23184","","Traced",305,0.911215424537659,"acetylcholine",938,"acetylcholine",0.925180613994598,"acetylcholine",443730368,NA,TRUE,"INTERNEURON","cb_intrinsic"
30961,1687,294,1939,1687,3626,NA,NA,"PLP009",19344,"PLP009_R","R","Roughly traced","cb_intrinsic","PLP009","VFB_jrmc1ilb","PLP009","AOTUv2","19344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31519,20148,18543","","Traced",294,0.760256052017212,"glutamate",1686,"glutamate",0.74825382232666,"glutamate",452841359,NA,TRUE,"INTERNEURON","cb_intrinsic"
30965,1053,181,1215,1053,2268,NA,NA,"LLPC1",14358,"LLPC1_R","R","Roughly traced","visual_projection","LLPC1","VFB_jrmc22o4","LLPC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21666,37590,42216","","Traced",181,0.92115992307663,"acetylcholine",60556,"acetylcholine",0.951769292354584,"acetylcholine",386292745,NA,TRUE,"INTERNEURON","visual_projection"
