"source","target","weight","layer","weight_norm"
10001,10091,5,"L1_to_L2",0.0151975683890578
10001,10106,9,"L1_to_L2",0.027355623100304
10001,10128,12,"L1_to_L2",0.0364741641337386
10001,10180,14,"L1_to_L2",0.0425531914893617
10001,10246,15,"L1_to_L2",0.0455927051671733
10001,10277,5,"L1_to_L2",0.0151975683890578
10001,10283,18,"L1_to_L2",0.0547112462006079
10001,10580,8,"L1_to_L2",0.0243161094224924
10001,10671,7,"L1_to_L2",0.0212765957446809
10001,10728,5,"L1_to_L2",0.0151975683890578
10001,10923,10,"L1_to_L2",0.0303951367781155
10001,11133,13,"L1_to_L2",0.0395136778115502
10001,11361,5,"L1_to_L2",0.0151975683890578
10001,11391,23,"L1_to_L2",0.0699088145896656
10001,11572,9,"L1_to_L2",0.027355623100304
10001,12041,6,"L1_to_L2",0.0182370820668693
10001,12628,9,"L1_to_L2",0.027355623100304
10001,13317,13,"L1_to_L2",0.0395136778115502
10001,13825,5,"L1_to_L2",0.0151975683890578
10001,14899,7,"L1_to_L2",0.0212765957446809
10001,16445,6,"L1_to_L2",0.0182370820668693
10001,17144,8,"L1_to_L2",0.0243161094224924
10001,76294,5,"L1_to_L2",0.0151975683890578
10001,523643,5,"L1_to_L2",0.0151975683890578
10001,523921,6,"L1_to_L2",0.0182370820668693
10001,539202,6,"L1_to_L2",0.0182370820668693
10001,800145,12,"L1_to_L2",0.0364741641337386
10001,800178,32,"L1_to_L2",0.0972644376899696
10001,800595,21,"L1_to_L2",0.0638297872340425
10001,802938,5,"L1_to_L2",0.0151975683890578
10001,806876,14,"L1_to_L2",0.0425531914893617
10001,808384,6,"L1_to_L2",0.0182370820668693
10001,926518,5,"L1_to_L2",0.0151975683890578
10003,10796,104,"L1_to_L2",0.429752066115702
10003,11793,8,"L1_to_L2",0.0330578512396694
10003,15102,19,"L1_to_L2",0.0785123966942149
10003,16295,18,"L1_to_L2",0.0743801652892562
10003,18788,8,"L1_to_L2",0.0330578512396694
10003,22586,8,"L1_to_L2",0.0330578512396694
10003,23164,13,"L1_to_L2",0.0537190082644628
10003,24371,16,"L1_to_L2",0.0661157024793388
10003,108445,6,"L1_to_L2",0.0247933884297521
10003,514032,11,"L1_to_L2",0.0454545454545455
10003,514675,12,"L1_to_L2",0.0495867768595041
10003,519094,13,"L1_to_L2",0.0537190082644628
10003,526943,6,"L1_to_L2",0.0247933884297521
10005,10030,15,"L1_to_L2",0.00198491464867011
10005,10041,11,"L1_to_L2",0.00145560407569141
10005,10070,38,"L1_to_L2",0.0050284504432976
10005,10109,12,"L1_to_L2",0.00158793171893609
10005,10110,6,"L1_to_L2",0.000793965859468043
10005,10192,169,"L1_to_L2",0.0223633717083499
10005,10210,9,"L1_to_L2",0.00119094878920206
10005,10333,11,"L1_to_L2",0.00145560407569141
10005,10442,46,"L1_to_L2;Relay_to_DN",0.00608707158925499
10005,10527,23,"L1_to_L2",0.0030435357946275
10005,10546,27,"L1_to_L2",0.00357284636760619
10005,10606,173,"L1_to_L2",0.0228926822813286
10005,10636,12,"L1_to_L2",0.00158793171893609
10005,10654,20,"L1_to_L2;Relay_to_DN",0.00264655286489348
10005,10885,42,"L1_to_L2",0.0055577610162763
10005,10920,41,"L1_to_L2",0.00542543337303163
10005,10971,81,"L1_to_L2",0.0107185391028186
10005,10989,33,"L1_to_L2",0.00436681222707424
10005,11002,114,"L1_to_L2",0.0150853513298928
10005,11028,5,"L1_to_L2",0.000661638216223369
10005,11163,8,"L1_to_L2",0.00105862114595739
10005,11232,26,"L1_to_L2",0.00344051872436152
10005,11288,56,"L1_to_L2",0.00741034802170173
10005,11306,24,"L1_to_L2",0.00317586343787217
10005,11332,11,"L1_to_L2",0.00145560407569141
10005,11338,47,"L1_to_L2",0.00621939923249967
10005,11351,17,"L1_to_L2",0.00224956993515945
10005,11410,5,"L1_to_L2",0.000661638216223369
10005,11441,18,"L1_to_L2",0.00238189757840413
10005,11457,138,"L1_to_L2",0.018261214767765
10005,11577,41,"L1_to_L2",0.00542543337303163
10005,11626,5,"L1_to_L2",0.000661638216223369
10005,11636,26,"L1_to_L2",0.00344051872436152
10005,11659,5,"L1_to_L2",0.000661638216223369
10005,11750,24,"L1_to_L2",0.00317586343787217
10005,11795,24,"L1_to_L2",0.00317586343787217
10005,11955,127,"L1_to_L2",0.0168056106920736
10005,12069,22,"L1_to_L2;Relay_to_DN",0.00291120815138282
10005,12348,15,"L1_to_L2",0.00198491464867011
10005,12391,18,"L1_to_L2",0.00238189757840413
10005,12627,10,"L1_to_L2",0.00132327643244674
10005,12767,84,"L1_to_L2;Relay_to_DN",0.0111155220325526
10005,12830,5,"L1_to_L2",0.000661638216223369
10005,13050,8,"L1_to_L2",0.00105862114595739
10005,13084,201,"L1_to_L2",0.0265978562921794
10005,13183,11,"L1_to_L2",0.00145560407569141
10005,13289,28,"L1_to_L2",0.00370517401085087
10005,13291,6,"L1_to_L2",0.000793965859468043
10005,13501,24,"L1_to_L2",0.00317586343787217
10005,13534,7,"L1_to_L2",0.000926293502712717
10005,13568,30,"L1_to_L2",0.00396982929734021
10005,13987,9,"L1_to_L2",0.00119094878920206
10005,14040,5,"L1_to_L2",0.000661638216223369
10005,14373,14,"L1_to_L2",0.00185258700542543
10005,14458,10,"L1_to_L2",0.00132327643244674
10005,14648,11,"L1_to_L2",0.00145560407569141
10005,14681,193,"L1_to_L2",0.025539235146222
10005,14777,13,"L1_to_L2",0.00172025936218076
10005,15505,15,"L1_to_L2",0.00198491464867011
10005,15720,12,"L1_to_L2",0.00158793171893609
10005,16938,55,"L1_to_L2",0.00727802037845706
10005,17908,17,"L1_to_L2",0.00224956993515945
10005,19283,20,"L1_to_L2",0.00264655286489348
10005,19586,66,"L1_to_L2",0.00873362445414847
10005,19686,9,"L1_to_L2",0.00119094878920206
10005,20594,159,"L1_to_L2",0.0210400952759031
10005,22126,17,"L1_to_L2",0.00224956993515945
10005,22524,6,"L1_to_L2",0.000793965859468043
10005,23775,82,"L1_to_L2",0.0108508667460633
10005,24626,18,"L1_to_L2",0.00238189757840413
10005,25555,5,"L1_to_L2",0.000661638216223369
10005,26203,8,"L1_to_L2",0.00105862114595739
10005,26672,9,"L1_to_L2",0.00119094878920206
10005,27712,13,"L1_to_L2",0.00172025936218076
10005,28770,5,"L1_to_L2",0.000661638216223369
10005,30194,18,"L1_to_L2",0.00238189757840413
10005,31330,11,"L1_to_L2",0.00145560407569141
10005,31434,6,"L1_to_L2",0.000793965859468043
10005,32069,17,"L1_to_L2",0.00224956993515945
10005,32081,14,"L1_to_L2",0.00185258700542543
10005,33289,165,"L1_to_L2",0.0218340611353712
10005,34265,59,"L1_to_L2",0.00780733095143576
10005,36963,15,"L1_to_L2",0.00198491464867011
10005,37378,16,"L1_to_L2",0.00211724229191478
10005,38847,310,"L1_to_L2",0.0410215694058489
10005,39510,5,"L1_to_L2",0.000661638216223369
10005,39609,12,"L1_to_L2",0.00158793171893609
10005,42132,7,"L1_to_L2",0.000926293502712717
10005,42543,5,"L1_to_L2",0.000661638216223369
10005,42625,19,"L1_to_L2",0.0025142252216488
10005,46259,51,"L1_to_L2",0.00674870980547836
10005,51658,110,"L1_to_L2",0.0145560407569141
10005,51887,11,"L1_to_L2",0.00145560407569141
10005,55361,46,"L1_to_L2",0.00608707158925499
10005,63923,7,"L1_to_L2",0.000926293502712717
10005,71751,6,"L1_to_L2",0.000793965859468043
10005,72857,5,"L1_to_L2",0.000661638216223369
10005,73647,5,"L1_to_L2",0.000661638216223369
10005,79381,10,"L1_to_L2",0.00132327643244674
10005,82950,10,"L1_to_L2",0.00132327643244674
10005,88651,17,"L1_to_L2",0.00224956993515945
10005,89545,22,"L1_to_L2",0.00291120815138282
10005,98388,19,"L1_to_L2",0.0025142252216488
10005,98545,5,"L1_to_L2",0.000661638216223369
10005,100006,22,"L1_to_L2",0.00291120815138282
10005,104367,6,"L1_to_L2",0.000793965859468043
10005,116987,19,"L1_to_L2",0.0025142252216488
10005,134386,35,"L1_to_L2",0.00463146751356358
10005,200284,41,"L1_to_L2",0.00542543337303163
10005,230783,83,"L1_to_L2",0.0109831943893079
10005,233071,150,"L1_to_L2",0.0198491464867011
10005,511776,7,"L1_to_L2",0.000926293502712717
10005,512071,8,"L1_to_L2",0.00105862114595739
10005,513711,7,"L1_to_L2",0.000926293502712717
10005,513791,8,"L1_to_L2",0.00105862114595739
10005,513929,5,"L1_to_L2",0.000661638216223369
10005,515310,11,"L1_to_L2",0.00145560407569141
10005,516362,11,"L1_to_L2",0.00145560407569141
10005,516911,11,"L1_to_L2",0.00145560407569141
10005,517465,5,"L1_to_L2",0.000661638216223369
10005,518450,38,"L1_to_L2",0.0050284504432976
10005,518835,15,"L1_to_L2",0.00198491464867011
10005,519400,122,"L1_to_L2",0.0161439724758502
10005,519412,10,"L1_to_L2",0.00132327643244674
10005,519413,74,"L1_to_L2",0.00979224560010586
10005,519460,220,"L1_to_L2",0.0291120815138282
10005,519461,261,"L1_to_L2",0.0345375148868599
10005,519624,245,"L1_to_L2",0.0324202725949451
10005,519817,70,"L1_to_L2",0.00926293502712717
10005,519896,45,"L1_to_L2",0.00595474394601032
10005,519944,11,"L1_to_L2",0.00145560407569141
10005,520117,93,"L1_to_L2",0.0123064708217547
10005,520222,32,"L1_to_L2",0.00423448458382956
10005,521147,39,"L1_to_L2",0.00516077808654228
10005,521190,48,"L1_to_L2",0.00635172687574434
10005,521305,157,"L1_to_L2",0.0207754399894138
10005,521525,28,"L1_to_L2",0.00370517401085087
10005,521527,67,"L1_to_L2",0.00886595209739315
10005,521529,156,"L1_to_L2",0.0206431123461691
10005,523769,594,"L1_to_L2;Relay_to_DN",0.0786026200873362
10005,523945,77,"L1_to_L2",0.0101892285298399
10005,524317,13,"L1_to_L2",0.00172025936218076
10005,524483,30,"L1_to_L2",0.00396982929734021
10005,524893,13,"L1_to_L2",0.00172025936218076
10005,524894,19,"L1_to_L2",0.0025142252216488
10005,525960,191,"L1_to_L2",0.0252745798597327
10005,527589,58,"L1_to_L2",0.00767500330819108
10005,529488,96,"L1_to_L2;Relay_to_DN",0.0127034537514887
10005,529710,32,"L1_to_L2",0.00423448458382956
10005,530153,28,"L1_to_L2",0.00370517401085087
10005,532947,8,"L1_to_L2",0.00105862114595739
10005,533531,8,"L1_to_L2",0.00105862114595739
10005,555726,189,"L1_to_L2",0.0250099245732434
10005,555727,58,"L1_to_L2",0.00767500330819108
10005,557800,22,"L1_to_L2",0.00291120815138282
10005,578855,53,"L1_to_L2",0.00701336509196771
10005,581131,11,"L1_to_L2",0.00145560407569141
10005,803433,164,"L1_to_L2",0.0217017334921265
10006,10076,14,"VPN_to_L1",0.0338983050847458
10006,10205,22,"VPN_to_L1;L1_to_L2",0.0532687651331719
10006,10454,16,"VPN_to_L1;L1_to_L2",0.0387409200968523
10006,10846,7,"VPN_to_L1",0.0169491525423729
10006,10854,94,"VPN_to_L1",0.227602905569007
10006,10952,28,"VPN_to_L1",0.0677966101694915
10006,11035,8,"VPN_to_L1",0.0193704600484262
10006,11316,7,"VPN_to_L1",0.0169491525423729
10006,11458,43,"VPN_to_L1",0.104116222760291
10006,11500,6,"VPN_to_L1",0.0145278450363196
10006,13212,47,"VPN_to_L1",0.113801452784504
10006,16614,13,"VPN_to_L1",0.0314769975786925
10006,21414,13,"VPN_to_L1",0.0314769975786925
10006,47867,5,"VPN_to_L1",0.0121065375302663
10006,513812,12,"VPN_to_L1;L1_to_L2",0.0290556900726392
10006,519265,31,"VPN_to_L1",0.0750605326876513
10006,522969,35,"VPN_to_L1",0.0847457627118644
10006,523349,12,"VPN_to_L1;L1_to_L2",0.0290556900726392
10010,10017,12,"L1_to_L2",0.024
10010,10074,17,"L1_to_L2",0.034
10010,10091,15,"L1_to_L2",0.03
10010,10098,5,"L1_to_L2",0.01
10010,10106,90,"L1_to_L2",0.18
10010,10246,18,"L1_to_L2",0.036
10010,10259,8,"L1_to_L2",0.016
10010,10417,10,"L1_to_L2",0.02
10010,10580,19,"L1_to_L2",0.038
10010,10780,5,"L1_to_L2",0.01
10010,10992,8,"L1_to_L2",0.016
10010,11002,11,"L1_to_L2",0.022
10010,11272,10,"L1_to_L2",0.02
10010,11391,14,"L1_to_L2",0.028
10010,11572,8,"L1_to_L2",0.016
10010,11677,6,"L1_to_L2",0.012
10010,12628,5,"L1_to_L2",0.01
10010,12801,9,"L1_to_L2",0.018
10010,13274,5,"L1_to_L2",0.01
10010,14899,14,"L1_to_L2",0.028
10010,15087,6,"L1_to_L2",0.012
10010,57245,6,"L1_to_L2",0.012
10010,76294,5,"L1_to_L2",0.01
10010,97309,6,"L1_to_L2",0.012
10010,511828,8,"L1_to_L2",0.016
10010,515575,6,"L1_to_L2",0.012
10010,522711,5,"L1_to_L2",0.01
10010,531899,8,"L1_to_L2",0.016
10010,532569,5,"L1_to_L2",0.01
10010,539202,5,"L1_to_L2",0.01
10010,800012,6,"L1_to_L2",0.012
10010,800145,10,"L1_to_L2",0.02
10010,800178,11,"L1_to_L2",0.022
10010,800595,16,"L1_to_L2",0.032
10010,801014,10,"L1_to_L2",0.02
10010,801828,12,"L1_to_L2",0.024
10010,802401,9,"L1_to_L2",0.018
10010,802938,7,"L1_to_L2",0.014
10010,803433,10,"L1_to_L2",0.02
10010,806876,15,"L1_to_L2",0.03
10010,806976,6,"L1_to_L2",0.012
10010,808023,5,"L1_to_L2",0.01
10010,808257,8,"L1_to_L2",0.016
10010,811111,12,"L1_to_L2",0.024
10010,849981,9,"L1_to_L2",0.018
10010,940733,5,"L1_to_L2",0.01
10012,10081,15,"VPN_to_L1",0.0315789473684211
10012,10188,15,"VPN_to_L1",0.0315789473684211
10012,10205,30,"VPN_to_L1;L1_to_L2",0.0631578947368421
10012,10846,21,"VPN_to_L1",0.0442105263157895
10012,10952,7,"VPN_to_L1",0.0147368421052632
10012,11010,95,"VPN_to_L1",0.2
10012,11035,6,"VPN_to_L1",0.0126315789473684
10012,11316,13,"VPN_to_L1",0.0273684210526316
10012,11500,32,"VPN_to_L1",0.0673684210526316
10012,11672,10,"VPN_to_L1;L1_to_L2",0.0210526315789474
10012,12127,8,"VPN_to_L1",0.0168421052631579
10012,13212,28,"VPN_to_L1",0.0589473684210526
10012,14455,5,"VPN_to_L1",0.0105263157894737
10012,14732,7,"VPN_to_L1",0.0147368421052632
10012,16614,11,"VPN_to_L1",0.0231578947368421
10012,17766,5,"VPN_to_L1",0.0105263157894737
10012,19402,8,"VPN_to_L1",0.0168421052631579
10012,24277,5,"VPN_to_L1",0.0105263157894737
10012,25628,8,"VPN_to_L1",0.0168421052631579
10012,47867,5,"VPN_to_L1",0.0105263157894737
10012,513340,24,"VPN_to_L1;L1_to_L2",0.0505263157894737
10012,515140,8,"VPN_to_L1",0.0168421052631579
10012,517500,16,"VPN_to_L1",0.0336842105263158
10012,519266,28,"VPN_to_L1",0.0589473684210526
10012,521262,16,"VPN_to_L1;L1_to_L2",0.0336842105263158
10012,522969,44,"VPN_to_L1",0.0926315789473684
10012,537004,5,"VPN_to_L1",0.0105263157894737
10015,10026,28,"VPN_to_L1",0.0495575221238938
10015,10360,26,"VPN_to_L1;Relay_to_DN",0.0460176991150442
10015,10617,17,"VPN_to_L1",0.0300884955752212
10015,11215,276,"VPN_to_L1;Relay_to_DN",0.488495575221239
10015,11495,5,"VPN_to_L1",0.00884955752212389
10015,11672,6,"VPN_to_L1",0.0106194690265487
10015,11770,11,"VPN_to_L1",0.0194690265486726
10015,11919,28,"VPN_to_L1",0.0495575221238938
10015,12028,9,"VPN_to_L1",0.015929203539823
10015,12072,26,"VPN_to_L1",0.0460176991150442
10015,12475,5,"VPN_to_L1",0.00884955752212389
10015,13045,16,"VPN_to_L1",0.0283185840707965
10015,13128,11,"VPN_to_L1",0.0194690265486726
10015,14545,9,"VPN_to_L1",0.015929203539823
10015,16614,12,"VPN_to_L1",0.0212389380530973
10015,22324,6,"VPN_to_L1",0.0106194690265487
10015,30270,6,"VPN_to_L1",0.0106194690265487
10015,54781,6,"VPN_to_L1",0.0106194690265487
10015,59171,5,"VPN_to_L1",0.00884955752212389
10015,70654,7,"VPN_to_L1",0.0123893805309735
10015,514141,11,"VPN_to_L1",0.0194690265486726
10015,537482,7,"VPN_to_L1",0.0123893805309735
10015,539235,12,"VPN_to_L1",0.0212389380530973
10015,555176,20,"VPN_to_L1",0.0353982300884956
10016,10026,5,"VPN_to_L1",0.00741839762611276
10016,10308,6,"VPN_to_L1",0.00890207715133531
10016,10360,44,"VPN_to_L1;Relay_to_DN",0.0652818991097923
10016,10428,7,"VPN_to_L1",0.0103857566765579
10016,10617,11,"VPN_to_L1",0.0163204747774481
10016,10806,11,"VPN_to_L1",0.0163204747774481
10016,11215,244,"VPN_to_L1;Relay_to_DN",0.362017804154303
10016,11719,10,"VPN_to_L1",0.0148367952522255
10016,11919,39,"VPN_to_L1",0.0578635014836795
10016,12072,66,"VPN_to_L1",0.0979228486646884
10016,13045,5,"VPN_to_L1",0.00741839762611276
10016,13128,7,"VPN_to_L1",0.0103857566765579
10016,13229,11,"VPN_to_L1",0.0163204747774481
10016,16614,18,"VPN_to_L1",0.0267062314540059
10016,17766,14,"VPN_to_L1",0.0207715133531157
10016,19402,18,"VPN_to_L1",0.0267062314540059
10016,19932,9,"VPN_to_L1",0.013353115727003
10016,24277,5,"VPN_to_L1",0.00741839762611276
10016,39912,13,"VPN_to_L1",0.0192878338278932
10016,44944,12,"VPN_to_L1",0.0178041543026706
10016,70654,10,"VPN_to_L1",0.0148367952522255
10016,511817,21,"VPN_to_L1",0.0311572700296736
10016,513340,24,"VPN_to_L1",0.0356083086053412
10016,537482,15,"VPN_to_L1",0.0222551928783383
10016,539235,18,"VPN_to_L1",0.0267062314540059
10016,555176,31,"VPN_to_L1",0.0459940652818991
10017,10001,22,"L1_to_L2;Relay_to_DN",0.0797101449275362
10017,10010,12,"L1_to_L2;Relay_to_DN",0.0434782608695652
10017,10020,35,"L1_to_L2",0.126811594202899
10017,10074,10,"L1_to_L2",0.036231884057971
10017,10128,8,"L1_to_L2",0.0289855072463768
10017,10146,24,"L1_to_L2",0.0869565217391304
10017,10252,6,"L1_to_L2",0.0217391304347826
10017,10257,39,"L1_to_L2",0.141304347826087
10017,10277,24,"L1_to_L2",0.0869565217391304
10017,10283,25,"L1_to_L2",0.0905797101449275
10017,10361,6,"L1_to_L2",0.0217391304347826
10017,10728,13,"L1_to_L2",0.0471014492753623
10017,11361,7,"L1_to_L2",0.0253623188405797
10017,11378,6,"L1_to_L2",0.0217391304347826
10017,12614,8,"L1_to_L2",0.0289855072463768
10017,16855,6,"L1_to_L2",0.0217391304347826
10017,30194,6,"L1_to_L2",0.0217391304347826
10017,101287,5,"L1_to_L2",0.0181159420289855
10017,523644,6,"L1_to_L2",0.0217391304347826
10017,532199,8,"L1_to_L2",0.0289855072463768
10018,10360,8,"Relay_to_DN",1
10019,10360,21,"Relay_to_DN",0.0752688172043011
10019,11215,253,"Relay_to_DN",0.906810035842294
10019,13922,5,"Relay_to_DN",0.017921146953405
10020,10001,38,"L1_to_L2;Relay_to_DN",0.192893401015228
10020,10017,23,"L1_to_L2",0.116751269035533
10020,10257,60,"L1_to_L2",0.304568527918782
10020,10283,5,"L1_to_L2",0.0253807106598985
10020,10728,25,"L1_to_L2",0.126903553299492
10020,10887,15,"L1_to_L2",0.0761421319796954
10020,20831,5,"L1_to_L2",0.0253807106598985
10020,76505,26,"L1_to_L2",0.131979695431472
10023,10026,35,"VPN_to_L1",0.0369198312236287
10023,10066,6,"VPN_to_L1",0.00632911392405063
10023,10093,12,"VPN_to_L1",0.0126582278481013
10023,10360,72,"VPN_to_L1;Relay_to_DN",0.0759493670886076
10023,10729,6,"VPN_to_L1",0.00632911392405063
10023,10799,7,"VPN_to_L1",0.00738396624472574
10023,10806,14,"VPN_to_L1",0.0147679324894515
10023,10814,10,"VPN_to_L1",0.0105485232067511
10023,10893,5,"VPN_to_L1",0.00527426160337553
10023,10975,5,"VPN_to_L1",0.00527426160337553
10023,11003,10,"VPN_to_L1",0.0105485232067511
10023,11005,7,"VPN_to_L1",0.00738396624472574
10023,11215,46,"VPN_to_L1;Relay_to_DN",0.0485232067510548
10023,11216,17,"VPN_to_L1",0.0179324894514768
10023,11371,48,"VPN_to_L1",0.0506329113924051
10023,11628,8,"VPN_to_L1",0.00843881856540084
10023,11719,21,"VPN_to_L1",0.0221518987341772
10023,11770,22,"VPN_to_L1",0.0232067510548523
10023,12028,5,"VPN_to_L1",0.00527426160337553
10023,12072,30,"VPN_to_L1",0.0316455696202532
10023,12475,20,"VPN_to_L1",0.0210970464135021
10023,12876,13,"VPN_to_L1",0.0137130801687764
10023,12931,27,"VPN_to_L1",0.0284810126582278
10023,13045,11,"VPN_to_L1",0.0116033755274262
10023,13157,15,"VPN_to_L1",0.0158227848101266
10023,13211,20,"VPN_to_L1",0.0210970464135021
10023,13229,37,"VPN_to_L1",0.0390295358649789
10023,13736,12,"VPN_to_L1",0.0126582278481013
10023,13808,15,"VPN_to_L1",0.0158227848101266
10023,14052,16,"VPN_to_L1",0.0168776371308017
10023,14083,8,"VPN_to_L1",0.00843881856540084
10023,14545,6,"VPN_to_L1",0.00632911392405063
10023,14571,7,"VPN_to_L1",0.00738396624472574
10023,14647,11,"VPN_to_L1",0.0116033755274262
10023,14848,8,"VPN_to_L1",0.00843881856540084
10023,15046,10,"VPN_to_L1",0.0105485232067511
10023,15745,9,"VPN_to_L1",0.00949367088607595
10023,16614,16,"VPN_to_L1",0.0168776371308017
10023,17766,18,"VPN_to_L1",0.0189873417721519
10023,18491,11,"VPN_to_L1",0.0116033755274262
10023,19402,6,"VPN_to_L1",0.00632911392405063
10023,22120,12,"VPN_to_L1",0.0126582278481013
10023,27262,10,"VPN_to_L1",0.0105485232067511
10023,30985,5,"VPN_to_L1",0.00527426160337553
10023,39912,5,"VPN_to_L1",0.00527426160337553
10023,70654,8,"VPN_to_L1",0.00843881856540084
10023,511816,7,"VPN_to_L1",0.00738396624472574
10023,511817,24,"VPN_to_L1",0.0253164556962025
10023,512038,6,"VPN_to_L1",0.00632911392405063
10023,513339,5,"VPN_to_L1",0.00527426160337553
10023,513340,36,"VPN_to_L1",0.0379746835443038
10023,516796,21,"VPN_to_L1",0.0221518987341772
10023,521262,23,"VPN_to_L1",0.0242616033755274
10023,524470,34,"VPN_to_L1",0.0358649789029536
10023,539235,13,"VPN_to_L1",0.0137130801687764
10023,555176,48,"VPN_to_L1",0.0506329113924051
10023,559554,9,"VPN_to_L1",0.00949367088607595
10025,11424,10,"L1_to_L2",0.00501756146512795
10025,11908,373,"L1_to_L2",0.187155042649272
10025,11919,102,"L1_to_L2",0.0511791269443051
10025,12069,402,"L1_to_L2;Relay_to_DN",0.201705970898143
10025,12355,7,"L1_to_L2",0.00351229302558956
10025,12767,10,"L1_to_L2;Relay_to_DN",0.00501756146512795
10025,12846,56,"L1_to_L2",0.0280983442047165
10025,13030,49,"L1_to_L2",0.0245860511791269
10025,13568,199,"L1_to_L2",0.0998494731560462
10025,13837,6,"L1_to_L2",0.00301053687907677
10025,13989,8,"L1_to_L2",0.00401404917210236
10025,14040,18,"L1_to_L2",0.00903161063723031
10025,16191,145,"L1_to_L2",0.0727546412443552
10025,26607,15,"L1_to_L2",0.00752634219769192
10025,27006,7,"L1_to_L2",0.00351229302558956
10025,27131,5,"L1_to_L2",0.00250878073256397
10025,32628,32,"L1_to_L2",0.0160561966884094
10025,34260,38,"L1_to_L2",0.0190667335674862
10025,35103,14,"L1_to_L2",0.00702458605117913
10025,37321,5,"L1_to_L2",0.00250878073256397
10025,42270,22,"L1_to_L2",0.0110386352232815
10025,53190,19,"L1_to_L2",0.0095333667837431
10025,54118,22,"L1_to_L2",0.0110386352232815
10025,62156,20,"L1_to_L2",0.0100351229302559
10025,70415,5,"L1_to_L2",0.00250878073256397
10025,73647,38,"L1_to_L2",0.0190667335674862
10025,76787,27,"L1_to_L2",0.0135474159558455
10025,78362,13,"L1_to_L2",0.00652282990466633
10025,88339,14,"L1_to_L2",0.00702458605117913
10025,136904,22,"L1_to_L2",0.0110386352232815
10025,512930,16,"L1_to_L2",0.00802809834420472
10025,513296,167,"L1_to_L2",0.0837932764676367
10025,513401,5,"L1_to_L2",0.00250878073256397
10025,519460,12,"L1_to_L2",0.00602107375815354
10025,519895,5,"L1_to_L2",0.00250878073256397
10025,521023,5,"L1_to_L2",0.00250878073256397
10025,521147,19,"L1_to_L2",0.0095333667837431
10025,523769,46,"L1_to_L2;Relay_to_DN",0.0230807827395886
10025,524091,5,"L1_to_L2",0.00250878073256397
10025,529709,10,"L1_to_L2",0.00501756146512795
10026,10069,25,"L1_to_L2",0.0714285714285714
10026,10253,19,"L1_to_L2",0.0542857142857143
10026,10562,10,"L1_to_L2",0.0285714285714286
10026,11961,12,"L1_to_L2",0.0342857142857143
10026,800497,33,"L1_to_L2",0.0942857142857143
10026,800596,36,"L1_to_L2",0.102857142857143
10026,800687,93,"L1_to_L2",0.265714285714286
10026,801027,19,"L1_to_L2",0.0542857142857143
10026,803808,5,"L1_to_L2",0.0142857142857143
10026,804086,7,"L1_to_L2",0.02
10026,804208,12,"L1_to_L2",0.0342857142857143
10026,809586,10,"L1_to_L2",0.0285714285714286
10026,814625,25,"L1_to_L2",0.0714285714285714
10026,902529,44,"L1_to_L2",0.125714285714286
10029,11375,5,"L1_to_L2",0.0292397660818713
10029,11485,21,"L1_to_L2",0.12280701754386
10029,11947,14,"L1_to_L2",0.0818713450292398
10029,12140,23,"L1_to_L2",0.134502923976608
10029,20673,5,"L1_to_L2",0.0292397660818713
10029,23616,6,"L1_to_L2",0.0350877192982456
10029,23923,5,"L1_to_L2",0.0292397660818713
10029,26192,5,"L1_to_L2",0.0292397660818713
10029,27891,7,"L1_to_L2",0.0409356725146199
10029,28051,5,"L1_to_L2",0.0292397660818713
10029,29865,5,"L1_to_L2",0.0292397660818713
10029,30356,13,"L1_to_L2",0.0760233918128655
10029,30449,8,"L1_to_L2",0.0467836257309941
10029,30856,5,"L1_to_L2",0.0292397660818713
10029,32170,10,"L1_to_L2",0.0584795321637427
10029,36098,6,"L1_to_L2",0.0350877192982456
10029,50368,7,"L1_to_L2",0.0409356725146199
10029,52863,6,"L1_to_L2",0.0350877192982456
10029,54235,9,"L1_to_L2",0.0526315789473684
10029,55634,6,"L1_to_L2",0.0350877192982456
10030,10442,67,"Relay_to_DN",0.489051094890511
10030,12767,19,"Relay_to_DN",0.138686131386861
10030,523769,14,"Relay_to_DN",0.102189781021898
10030,529488,37,"Relay_to_DN",0.27007299270073
10031,10005,194,"L1_to_L2",0.122629582806574
10031,10070,116,"L1_to_L2",0.0733249051833123
10031,10090,7,"L1_to_L2",0.00442477876106195
10031,10104,5,"L1_to_L2",0.00316055625790139
10031,10406,15,"L1_to_L2",0.00948166877370417
10031,10636,28,"L1_to_L2",0.0176991150442478
10031,10760,10,"L1_to_L2;Relay_to_DN",0.00632111251580278
10031,12002,19,"L1_to_L2",0.0120101137800253
10031,12391,23,"L1_to_L2",0.0145385587863464
10031,12627,23,"L1_to_L2",0.0145385587863464
10031,12792,36,"L1_to_L2",0.02275600505689
10031,13090,6,"L1_to_L2",0.00379266750948167
10031,13240,16,"L1_to_L2",0.0101137800252845
10031,13441,82,"L1_to_L2",0.0518331226295828
10031,14365,83,"L1_to_L2",0.0524652338811631
10031,14373,11,"L1_to_L2",0.00695322376738306
10031,14533,5,"L1_to_L2",0.00316055625790139
10031,15699,12,"L1_to_L2",0.00758533501896334
10031,17436,59,"L1_to_L2",0.0372945638432364
10031,17953,18,"L1_to_L2",0.011378002528445
10031,17994,55,"L1_to_L2",0.0347661188369153
